,price
38959,55
35821,37
30495,175
37199,89
31246,70
10317,100
33934,150
39948,58
32100,140
2591,185
13633,165
12717,45
43516,60
12124,90
11677,100
30841,40
6954,120
21247,75
6013,149
46575,150
9609,106
4259,100
45093,150
6177,67
7807,132
7813,209
1422,110
19765,289
23841,130
48087,119
28136,40
6795,295
46499,30
1712,59
9645,95
6493,249
33669,110
5121,100
31325,65
38365,127
46460,67
28021,50
34652,128
10567,125
27608,180
44835,65
16006,79
25337,290
29227,38
17447,110
35362,120
16871,48
39911,37
27793,108
409,170
43101,47
13015,270
28870,50
21271,170
19111,198
23721,115
44438,225
15504,170
24580,48
11657,150
37438,79
47829,179
7617,180
26640,169
26158,150
32086,165
32143,159
36059,140
19,190
9080,150
1815,190
17763,85
44051,100
19247,105
28545,150
12333,140
18291,125
18064,85
42802,100
15876,40
36443,175
10958,95
43253,85
14512,40
46270,69
34440,80
47672,56
8594,75
14713,180
20510,31
25723,250
36491,175
41374,234
1788,275
47999,150
48545,75
44881,140
17516,80
14691,125
21922,105
15802,75
35692,70
45876,37
9600,120
23675,40
9189,85
46435,140
46358,90
40929,95
5705,225
42513,93
22759,210
17088,56
34040,75
29686,65
30994,100
38156,114
10292,130
42469,70
14909,135
3616,80
42900,70
30651,80
3839,115
5820,70
29976,83
34669,39
7936,96
21666,250
40579,40
18974,64
30389,135
33567,142
48517,44
8649,169
25189,199
35216,130
406,130
22153,55
17414,125
16317,135
41349,75
48083,65
45504,40
41592,130
37889,150
32695,55
40992,57
16937,69
11102,180
38364,50
1914,36
19814,100
34676,76
42702,62
23514,60
19008,239
2156,275
34685,98
4878,150
31830,100
40601,40
30284,39
11106,69
42478,35
34537,305
32024,168
9140,110
22053,89
33734,35
26112,95
7609,200
1982,185
41405,247
6886,100
5758,75
26392,215
13014,180
13525,149
15384,55
7635,70
16256,100
7228,40
45158,100
31556,120
6204,150
24331,150
12568,110
41026,75
8321,275
12150,108
216,195
22315,130
8776,70
43234,80
2293,185
19955,44
20451,151
16091,125
30801,45
5644,65
28811,22
19998,228
23412,120
25957,109
33596,150
35251,225
1547,220
13640,55
9746,125
13658,230
13502,80
21975,160
22711,173
16418,80
7621,150
4717,125
26195,60
31012,60
23696,280
5265,135
46558,300
42749,65
11735,73
35380,220
7902,159
14521,180
18992,85
25151,40
30785,45
37176,32
34558,250
40924,40
4306,72
41710,75
23010,50
32961,150
5725,131
20083,34
25835,150
29120,29
21280,239
832,199
31875,110
6578,95
32301,80
3015,86
9354,115
10785,164
36879,44
32540,120
12207,150
36030,51
37021,300
34895,239
41597,65
23588,150
44680,220
8838,195
41532,150
25715,160
12181,65
33340,135
39434,55
14994,250
29491,38
16506,47
30035,65
37749,63
2410,55
8768,115
26298,186
8617,80
33640,91
4807,250
4102,110
10662,65
37384,65
6512,65
46387,189
3769,45
14901,139
2583,61
43523,244
35356,50
18265,65
37351,31
33418,99
36471,100
39163,90
39979,250
8195,148
14958,168
21724,103
6370,225
43149,50
4318,100
28548,100
51,151
30170,100
25919,158
30328,300
12554,60
6344,105
39091,45
29536,165
32557,80
38939,27
5024,65
15988,90
22310,29
12763,100
32419,150
27089,143
21249,224
9656,79
47958,139
8622,90
26067,250
21039,233
38532,150
16093,220
47247,95
195,123
4053,90
19369,100
16451,109
36373,250
3976,134
26539,100
40432,172
24833,55
8865,120
7007,40
24870,160
2575,93
47657,65
21799,125
13397,90
13080,45
35106,55
13781,80
3980,169
19535,135
48107,170
6737,150
29362,50
15697,80
42681,110
17330,176
29676,90
15442,104
27968,95
26447,120
34705,159
34927,158
10363,35
40800,50
14615,110
31613,180
26846,40
38932,180
47606,155
41829,125
18030,65
41304,170
29431,30
24,120
16581,75
8724,75
44276,228
8367,160
40980,60
40877,75
21099,124
41617,160
28778,221
29963,140
27107,44
23254,160
200,140
20969,30
44068,66
40197,100
30758,270
2401,199
11259,100
26363,200
3216,150
34134,250
21388,206
17796,200
30223,30
36187,299
23370,66
1092,150
33850,245
35373,150
12311,120
26024,99
16354,76
21490,150
11824,89
3725,105
17066,43
33061,66
12939,100
45507,115
22679,95
17034,90
24753,150
11696,55
33744,90
40954,50
10656,120
15027,69
37073,55
2616,265
17357,90
12929,44
12765,90
19460,135
4597,81
42301,65
25220,169
39415,62
34786,150
42815,78
34907,63
46640,300
42031,174
4836,60
1633,199
12787,205
28335,200
5580,58
21042,105
15541,225
45472,250
9243,57
27331,68
28428,55
31392,145
32886,115
42350,175
27703,60
25845,135
5693,79
32852,125
24417,60
204,200
2975,199
2323,300
30356,60
25132,190
4859,225
4387,179
20780,60
29346,26
35291,180
46889,100
42107,315
38182,99
705,70
18644,67
37638,219
7230,70
38084,59
3205,45
46025,69
894,75
21743,50
14080,100
36723,49
28333,34
5274,125
18646,78
45850,160
46603,60
36348,60
12485,145
11284,60
40053,48
9448,200
34923,37
2625,180
44140,210
11315,91
24850,33
33806,58
16463,99
12923,123
30131,47
16350,45
13501,55
21534,37
38502,225
31413,23
11519,73
13669,300
1866,130
38893,179
26562,150
29365,80
30842,60
6907,59
16260,90
1927,190
22764,199
42628,35
46132,75
13604,50
28761,35
26486,139
1828,109
4335,105
33697,150
7122,199
10808,135
22329,60
22096,100
24156,60
83,130
499,179
24996,69
37017,62
30383,150
18436,300
1267,79
42023,150
39394,220
14925,110
5666,175
45512,325
43482,150
30168,105
38965,30
41194,45
27133,142
6640,110
46887,38
3245,120
6689,320
43774,200
8673,100
1324,75
21107,100
5324,150
35951,98
48490,58
42647,130
30868,65
28911,169
21163,98
32051,220
47783,50
23859,130
12584,200
17935,41
6026,245
13717,65
45810,200
2104,49
10424,150
47568,225
23647,250
596,130
33411,149
21974,150
15939,26
16548,36
30127,150
47758,129
5423,225
22065,89
38264,49
230,135
4639,289
39704,125
2826,85
11015,220
11968,250
36464,46
47614,295
29102,110
1018,160
20563,100
40441,19
39753,116
20426,80
8978,120
17655,105
20641,135
43020,65
42643,45
18043,174
17011,65
29775,90
7553,125
642,280
17527,30
29891,148
6113,149
7476,85
47246,230
30048,55
9134,75
4955,110
15212,110
4696,180
8495,149
7107,125
10604,200
10114,175
5390,116
40076,35
23234,64
30781,40
40006,80
47158,150
6791,130
9343,159
9894,60
3868,55
43396,299
44277,239
24406,130
37439,150
6741,80
39059,165
44820,58
29174,50
32406,140
14126,35
14877,165
32923,59
3390,32
30474,120
36818,58
43274,150
47363,160
22323,57
18531,175
23591,36
42935,220
8558,60
43772,76
9252,50
33066,90
47320,210
18343,45
18675,52
9125,120
15110,89
41429,227
40796,225
34375,86
11960,100
3288,120
10085,125
34945,175
36729,99
1644,120
27049,154
16014,45
2176,130
23099,160
5079,49
21147,55
9646,120
41555,90
14403,70
775,50
15061,125
18464,125
31062,41
2185,120
10211,90
26297,89
30137,29
23170,200
43390,34
22577,200
25281,100
19352,90
8327,65
1348,54
39273,55
24439,50
43874,95
36915,110
36201,65
27500,30
7829,57
29207,40
37477,70
48453,135
19408,125
47191,56
25401,75
27391,50
34257,185
20042,75
44996,100
10151,170
24997,55
31207,90
21702,40
26051,85
2912,195
18602,125
14760,30
17897,33
38585,134
41749,200
37186,99
12474,34
24409,69
14830,175
34756,65
31511,255
47336,99
37808,113
6996,100
3570,47
22045,49
4714,69
23785,102
34883,69
1151,200
7892,195
39073,40
29100,160
24390,40
30183,68
6108,25
21787,135
12641,120
2739,98
15716,90
24052,110
47025,99
43254,85
10146,65
8473,140
37325,64
42491,107
13565,150
46532,86
23540,43
23657,98
18434,50
19218,49
26385,119
40420,110
30690,112
22742,100
38824,120
40282,60
411,250
14563,225
47517,150
31916,225
25210,130
33458,210
45348,75
26149,184
21127,39
36009,80
30345,77
22495,75
18543,299
30287,47
35650,320
13660,105
9616,75
18493,70
27330,50
37256,70
35007,75
11789,75
3032,175
27546,95
3428,110
21690,30
38668,250
1399,136
32529,91
1431,150
42234,48
39711,109
48079,68
33803,39
39615,120
17200,200
46567,150
22669,65
35159,75
13130,40
36580,89
35284,200
4230,155
3334,86
27691,45
34963,175
11674,135
15503,60
4759,175
22244,85
36553,25
18066,75
28075,52
21429,65
34960,136
40569,65
3650,285
40201,70
33009,150
12149,70
9508,70
32839,70
22015,50
48454,120
1024,90
47509,100
47417,295
43507,85
18228,53
17860,80
16468,150
4054,90
20798,45
13019,185
37054,75
17046,150
33132,145
12495,99
39171,150
42321,169
33477,80
30270,80
13507,97
31855,125
16469,65
25190,90
19910,45
19168,185
19610,250
31951,79
20328,37
40196,42
43246,55
4536,185
33619,76
22670,45
47091,69
33793,325
48290,122
13346,115
20260,82
17377,300
41506,50
27899,53
31768,210
8282,129
30918,140
20376,99
28010,55
36480,48
31370,110
32011,170
39496,48
1066,90
46759,65
10236,250
29154,50
9382,99
7906,109
5262,52
18973,90
29122,35
4943,150
43387,159
26833,105
32269,50
15368,194
30384,89
46969,50
32867,75
40093,250
4224,142
27706,89
20662,100
18378,100
25697,105
25733,140
42177,217
39361,49
5793,195
22813,165
48365,135
38206,120
12868,165
46613,250
45484,250
16497,138
12285,46
24309,150
16060,115
10061,70
47639,150
11898,150
43698,85
33539,300
19870,150
37548,60
21701,55
7251,175
28324,325
29564,175
32170,89
23508,38
12825,70
13913,150
31681,200
40695,95
24567,85
44968,100
7790,69
46258,125
43690,249
6441,140
6585,58
38933,42
13330,78
47007,46
4394,161
16955,139
40697,100
42879,190
37248,73
37818,32
36631,60
32336,99
15874,42
45002,100
11231,135
13052,150
42627,82
28305,50
23251,85
27497,28
33776,200
46924,200
33326,55
28676,200
20680,190
11485,140
39000,150
2983,45
9639,120
3466,80
22113,71
48198,320
36272,310
24207,65
8764,50
41012,80
33830,142
6121,120
4122,45
4253,75
21619,75
791,75
20335,50
8382,100
3577,60
8947,150
23384,225
44802,103
43471,55
38115,150
32018,300
22613,99
29746,139
17695,38
42050,102
10036,70
308,229
16922,150
33797,125
29402,60
10634,45
35168,210
23652,195
9394,100
18698,160
7631,149
40338,190
37599,160
47036,50
19068,151
34801,75
26353,124
1107,55
46595,121
17512,150
16984,169
42178,220
15792,105
36295,175
28805,79
15401,45
32429,100
15950,100
27807,99
15126,239
18888,175
16928,165
29241,165
44769,250
9384,145
31993,75
2821,188
32509,85
25484,125
46131,151
44578,100
38088,50
11422,40
22719,59
26625,69
8907,177
10244,149
21130,74
23976,65
6836,90
5619,145
4989,150
20142,100
29959,119
10419,95
18000,75
21084,150
47619,199
24861,200
44457,300
9558,100
23832,90
23006,133
5224,130
4044,100
40536,50
31654,139
46807,172
4891,170
38118,175
702,250
6239,125
4671,166
14323,235
8520,175
38450,40
29558,100
22972,179
6703,45
10719,90
20186,45
3396,75
31480,89
23051,70
17475,70
5451,200
36511,66
36693,80
34967,95
8988,62
3230,130
26131,95
48540,46
26796,95
44812,35
2154,172
1417,60
26271,235
34401,87
11877,165
38832,167
32245,85
36739,180
32713,120
38807,265
8965,300
11838,125
47470,50
3850,40
38606,49
6663,85
915,125
27887,125
27205,215
42990,50
27853,139
16645,110
37930,70
28967,162
25695,70
11203,155
34643,120
47587,145
23620,65
2034,38
26890,115
47864,200
43631,100
28594,50
14096,120
16648,115
9868,125
2718,120
14222,33
29601,68
3545,130
29422,125
22673,250
23404,115
27380,47
15405,50
1811,240
2823,279
5479,129
22430,56
39536,160
21341,225
12661,95
47840,300
26190,78
37015,97
47846,90
45790,300
21547,200
36135,65
24326,75
16724,55
5993,110
14394,250
3142,90
6487,52
31041,140
36913,160
14738,150
26551,150
32222,89
25940,30
33880,120
17113,115
29250,109
609,80
10738,100
25593,192
22916,50
21900,200
40105,125
38006,250
16914,234
39027,19
10583,245
42703,65
28955,65
17573,199
12704,50
40376,200
25688,90
9971,150
21355,59
3883,76
15641,39
1720,140
835,135
34661,75
36281,175
25311,126
24547,56
44230,203
8435,120
28035,160
25466,86
48062,270
13787,62
12170,49
43279,68
37449,39
15490,25
25248,200
22720,149
25004,150
33433,34
31346,125
19173,125
34836,25
39932,215
1598,245
12419,200
34849,49
46395,170
26343,79
31491,225
13704,150
42284,50
19329,200
25168,115
19808,164
45538,85
11179,45
10503,79
35754,225
3449,85
24089,145
18901,220
10795,45
39225,250
12348,43
20559,55
29033,200
2389,275
26851,250
32572,50
24294,54
7427,75
20993,29
142,140
262,135
31358,190
23685,70
47860,135
4358,185
24231,80
8045,90
39318,200
18284,90
33341,200
10616,70
34080,75
7992,80
26200,130
29754,32
3494,225
28536,27
32858,70
38087,26
19349,249
33092,100
34486,45
13905,45
723,99
32567,150
21287,75
9242,195
20572,32
27557,55
16601,250
27451,150
27628,60
22322,80
7792,76
47074,225
21406,75
30176,260
10774,41
7307,149
13220,140
19740,95
32616,250
33193,200
40604,50
27749,99
22724,200
17345,65
23060,60
40750,41
2572,250
7488,125
43821,100
32717,165
752,60
32798,75
40812,97
14440,50
11439,200
47640,177
18244,60
23928,150
10054,147
6884,205
24436,80
46437,200
1452,109
22377,80
11127,50
9939,160
24678,175
11882,230
47543,100
5071,175
14115,98
1638,150
45960,180
39366,75
18969,150
33637,137
19770,80
10101,90
21200,110
38076,60
23906,250
48076,109
37853,100
17190,125
1617,120
32154,150
46660,190
827,199
23014,100
44202,101
36779,150
35919,47
44634,58
33931,119
20500,200
27099,100
15739,250
10107,60
35512,100
38251,285
38891,199
24093,102
26837,120
22939,100
43835,70
29996,225
15003,125
4669,80
20943,95
41187,40
30262,98
44661,79
29958,99
6943,62
39524,75
15023,160
35126,95
38267,300
47124,200
18391,170
33388,65
34048,280
39531,160
41547,120
36049,108
43566,70
44577,200
47152,130
34593,99
38731,273
27364,219
1671,100
4616,111
19670,150
8100,55
21633,58
8732,103
81,110
40421,114
41791,143
24012,300
12307,70
4467,100
8340,119
23974,150
31642,115
39192,70
17681,125
4307,300
31643,50
45482,90
3369,300
4809,85
27582,250
19286,99
45955,202
46089,80
15209,136
33959,300
25421,110
33019,60
32527,149
45702,299
45092,150
14304,50
14311,109
32576,46
47511,46
43924,65
39649,300
31429,40
40909,59
22051,50
940,185
30103,159
39999,70
42649,99
34084,65
33727,36
48068,60
46577,70
48298,78
27172,42
19028,95
7563,160
10338,69
3467,110
47029,159
39365,89
13643,90
9160,75
41582,50
10625,100
19934,80
41232,135
34855,59
13723,49
42394,70
44966,100
43586,51
1020,175
3474,105
35968,149
33673,81
9827,48
1779,163
8756,45
29507,115
32804,51
41389,256
20455,60
47770,280
14205,125
6021,90
12105,90
45786,135
38855,65
21739,55
23536,125
35290,195
12478,190
36825,100
42135,189
48321,30
25254,90
31931,295
34857,197
11296,300
45843,169
18651,75
27390,35
37261,98
40365,150
735,65
23009,325
22978,145
30275,96
13548,99
3563,98
8267,125
32470,40
1670,125
15497,150
11518,95
18077,65
16966,196
43273,50
17878,210
44623,38
22411,200
10716,39
26701,149
10154,52
37850,98
25937,180
18260,145
30988,90
1476,139
2070,76
5159,85
32513,90
30820,65
11327,95
26904,40
2358,47
11297,180
28802,150
48620,299
48470,60
7958,85
12109,325
14023,320
25363,60
32348,80
45508,328
36984,90
12130,69
42511,180
5638,65
8862,75
4393,200
7393,200
28162,130
11345,175
4770,125
48661,45
46831,48
18854,70
32517,40
38843,250
971,165
25558,60
40296,55
32655,98
17734,155
11641,195
47223,50
10902,195
17306,102
43922,175
13608,80
11450,150
20145,49
44637,280
5365,170
37966,200
26199,115
10308,200
17706,60
14139,155
29066,125
37424,108
10964,150
13542,149
8817,225
37648,120
26389,88
423,96
48180,200
36441,65
40430,85
42717,50
33693,128
45581,55
2926,65
